subject,age,word_type,set,item,letter_first,session,sentence,order,response,letterwrite,correct
S15,4.947945205,0,A,patch,p,1,Mom sewed a patch on his jeans,4,i,0.714285714,0
S15,4.947945205,0,A,bed,b,1,He slept in a bed,5,b,0.714285714,1
S15,4.947945205,0,A,pet,p,1,She wants to get a pet,6,p,0.714285714,1
S15,4.947945205,0,A,cup,k,1,She drank water from a blue cup,7,p,0.714285714,0
S15,4.947945205,0,A,tower,t,1,The children wanted to climb the tower,8,t,0.714285714,1
S15,4.947945205,0,A,touch,t,1,Please don't touch the animals,9,h,0.714285714,0
S15,4.947945205,0,A,cook,k,1,Grandpa is a good cook,10,k,0.714285714,1
S15,4.947945205,0,A,butter,b,1,The boy ate his bread with some butter,11,b,0.714285714,1
S15,4.947945205,0,A,bun,b,1,The hotdog is on a bun,12,b,0.714285714,1
S15,4.947945205,1,A,bean,b,2,Jack bought a magic bean,1,b,0.714285714,1
S15,4.947945205,1,A,deeper,d,2,Can you make the hole deeper?,2,d,0.714285714,1
S15,4.947945205,1,A,beach,b,2,I like to go to the beach,3,p,0.714285714,0
S15,4.947945205,1,A,piece,p,2,There was a missing puzzle piece,4,e,0.714285714,0
S15,4.947945205,1,A,beaver,b,2,The boy wrote a story about a beaver,5,p,0.714285714,0
S15,4.947945205,1,A,teepee,t,2,It's fun to sleep in a teepee,6,t,0.714285714,1
S15,4.947945205,1,A,case,k,2,She kept her jewelry in a case,7,k,0.714285714,1
S15,4.947945205,1,A,bead,b,2,She found a little bead,8,b,0.714285714,1
S15,4.947945205,1,A,cake,k,2,The family eats yummy cake,9,c,0.714285714,1
S15,4.947945205,1,A,peach,p,2,Susan ate some peach pie for dessert,10,p,0.714285714,1
S15,4.947945205,1,A,jail,j,2,The robber went to jail,11,j,0.714285714,1
S15,4.947945205,1,A,teach,t,2,She loves to teach her students,12,t,0.714285714,1
S17,5.18630137,1,A,peach,p,1,Susan ate some peach pie for dessert,1,pppppppppp,1,1
S17,5.18630137,1,A,cake,k,1,The family eats yummy cake,2,kkkkkkkkk,1,1
S17,5.18630137,1,A,beaver,b,1,The boy wrote a story about a beaver,3,bbbbbbbbbbbb,1,1
S17,5.18630137,1,A,piece,p,1,There was a missing puzzle piece,4,pppppppppppp,1,1
S17,5.18630137,1,A,beach,b,1,I like to go to the beach,5,bbbbb,1,1
S17,5.18630137,1,A,case,k,1,She kept her jewelry in a case,6,kkkkkkkkkkkkkkkkk,1,1
S17,5.18630137,1,A,teach,t,1,She loves to teach her students,7,hhhhhhhhh,1,0
S17,5.18630137,1,A,deeper,d,1,Can you make the hole deeper?,8,lllllllll,1,0
S17,5.18630137,1,A,bean,b,1,Jack bought a magic bean,9,eeeeeeeee,1,0
S17,5.18630137,1,A,jail,j,1,The robber went to jail,10,iiiiiiiiii,1,0
S17,5.18630137,1,A,teepee,t,1,It's fun to sleep in a teepee,11,eeeeee,1,0
S17,5.18630137,1,A,bead,b,1,She found a little bead,12,bbbb,1,1
S17,5.18630137,0,A,bun,b,2,The hotdog is on a bun,1,bb,1,1
S17,5.18630137,0,A,cook,k,2,Grandpa is a good cook,2,dddd,1,0
S17,5.18630137,0,A,jet,j,2,The pilot flew a jet,3,ttttttt,1,0
S17,5.18630137,0,A,bird,b,2,My friend saw a cute little bird,4,bbbbbb,1,1
S17,5.18630137,0,A,cup,k,2,She drank water from a blue cup,5,pppppppppp,1,0
S17,5.18630137,0,A,patch,p,2,Mom sewed a patch on his jeans,6,ppppp,1,1
S17,5.18630137,0,A,pet,p,2,She wants to get a pet,7,eeee,1,0
S17,5.18630137,0,A,butter,b,2,The boy ate his bread with some butter,8,eeee,1,0
S17,5.18630137,0,A,touch,t,2,Please don't touch the animals,9,jjjjjj,1,0
S17,5.18630137,0,A,dollar,d,2,Can you give me a dollar?,10,ee,1,0
S17,5.18630137,0,A,tower,t,2,The children wanted to climb the tower,11,bbbbbbb,1,0
S17,5.18630137,0,A,bed,b,2,He slept in a bed,12,uuuu,1,0
S18,4.882191781,1,B,cave,k,1,The children explored the spooky cave,1,tteesax,0.857142857,0
S18,4.882191781,1,B,deal,d,1,Let's make a deal,2,jetsysxa,0.857142857,0
S18,4.882191781,1,B,teacher,t,1,When I grow up I want to be a teacher,3,joeaese,0.857142857,0
S18,4.882191781,1,B,pizza,p,1,Her favorite food is pizza,4,geeoeejtg,0.857142857,0
S18,4.882191781,1,B,jeep,g,1,His mom drives a black jeep,5,jettae,0.857142857,1
S18,4.882191781,1,B,beetle,b,1,The ladybug talks to the beetle,6,bjtyso,0.857142857,1
S18,4.882191781,1,B,team,t,1,The girl cheered for her favorite team,7,jeatttaosoo,0.857142857,0
S18,4.882191781,1,B,beef,b,1,Hamburgers are made of beef,8,jlecalfddg,0.857142857,0
S18,4.882191781,1,B,came,k,1,"Yesterday, the big package came",9,acedcedtcsoe,0.857142857,0
S18,4.882191781,1,B,beep,b,1,"The shiny robot says ""beep""",10,jtelysoevy,0.857142857,0
S18,4.882191781,1,B,beet,b,1,He didn't want to eat the beet,11,tejeyt,0.857142857,0
S18,4.882191781,1,B,peel,p,1,The clown slipped on a banana peel,12,teely,0.857142857,0
S18,4.882191781,0,B,jam,g,2,Mom bought a jar of jam,1,tsseesyl,0.857142857,0
S18,4.882191781,0,B,picture,p,2,She smiled for the picture,2,steoats,0.857142857,0
S18,4.882191781,0,B,come,k,2,Today the package will come,3,eftsoaso,0.857142857,0
S18,4.882191781,0,B,dirt,d,2,Don't play in the dirt,4,fealyso,0.857142857,0
S18,4.882191781,0,B,bus,b,2,We rode on a bus,5,ylbaoae,0.857142857,0
S18,4.882191781,0,B,bat,b,2,She hit the ball with a bat,6,tealys,0.857142857,0
S18,4.882191781,0,B,turtle,t,2,In the book I saw a picture of a turtle,7,bbaef,0.857142857,0
S18,4.882191781,0,B,pill,p,2,The doctor gave the man a pill,8,tlysalsyb,0.857142857,0
S18,4.882191781,0,B,bib,b,2,The baby wears a bib,9,tlysalsyb,0.857142857,0
S18,4.882191781,0,B,battle,b,2,The soldiers fight in a battle,10,tlyaabtsoo,0.857142857,0
S18,4.882191781,0,B,tag,t,2,The kids played a game of tag,11,esbeso,0.857142857,0
S18,4.882191781,0,B,cap,k,2,The boy wore his favorite cap,12,ssaystb,0.857142857,0
S20,5.22739726,0,B,cap,k,1,The boy wore his favorite cap,1,c,1,1
S20,5.22739726,0,B,pill,p,1,The doctor gave the man a pill,2,p,1,1
S20,5.22739726,0,B,tag,t,1,The kids played a game of tag,3,t,1,1
S20,5.22739726,0,B,turtle,t,1,In the book I saw a picture of a turtle,4,t,1,1
S20,5.22739726,0,B,picture,p,1,She smiled for the picture,5,p,1,1
S20,5.22739726,0,B,jam,g,1,Mom bought a jar of jam,6,r,1,0
S20,5.22739726,0,B,battle,b,1,The soldiers fight in a battle,7,t,1,0
S20,5.22739726,0,B,bib,b,1,The baby wears a bib,8,b,1,1
S20,5.22739726,0,B,dirt,d,1,Don't play in the dirt,9,d,1,1
S20,5.22739726,0,B,bus,b,1,We rode on a bus,10,b,1,1
S20,5.22739726,0,B,bat,b,1,She hit the ball with a bat,11,b,1,1
S20,5.22739726,0,B,come,k,1,Today the package will come,12,c,1,1
S20,5.22739726,1,B,beetle,b,2,The ladybug talks to the beetle,1,b,1,1
S20,5.22739726,1,B,teacher,t,2,When I grow up I want to be a teacher,2,t,1,1
S20,5.22739726,1,B,beef,b,2,Hamburgers are made of beef,3,t,1,0
S20,5.22739726,1,B,pizza,p,2,Her favorite food is pizza,4,p,1,1
S20,5.22739726,1,B,came,k,2,"Yesterday, the big package came",5,c,1,1
S20,5.22739726,1,B,team,t,2,The girl cheered for her favorite team,6,t,1,1
S20,5.22739726,1,B,deal,d,2,Let's make a deal,7,d,1,1
S20,5.22739726,1,B,beep,b,2,"The shiny robot says ""beep""",8,b,1,1
S20,5.22739726,1,B,jeep,g,2,His mom drives a black jeep,9,r,1,0
S20,5.22739726,1,B,cave,k,2,The children explored the spooky cave,10,c,1,1
S20,5.22739726,1,B,peel,p,2,The clown slipped on a banana peel,11,p,1,1
S20,5.22739726,1,B,beet,b,2,He didn't want to eat the beet,12,m,1,0
S23,5.405479452,0,A,bun,b,1,The hotdog is on a bun,1,b,0.714285714,1
S23,5.405479452,0,A,butter,b,1,The boy ate his bread with some butter,2,b,0.714285714,1
S23,5.405479452,0,A,jet,j,1,The pilot flew a jet,3,j,0.714285714,1
S23,5.405479452,0,A,dollar,d,1,Can you give me a dollar?,4,d,0.714285714,1
S23,5.405479452,0,A,bird,b,1,My friend saw a cute little bird,5,b,0.714285714,1
S23,5.405479452,0,A,patch,p,1,Mom sewed a patch on his jeans,6,p,0.714285714,1
S23,5.405479452,0,A,cook,k,1,Grandpa is a good cook,7,c,0.714285714,1
S23,5.405479452,0,A,bed,b,1,He slept in a bed,8,b,0.714285714,1
S23,5.405479452,0,A,tower,t,1,The children wanted to climb the tower,9,t,0.714285714,1
S23,5.405479452,0,A,cup,k,1,She drank water from a blue cup,10,k,0.714285714,1
S23,5.405479452,0,A,touch,t,1,Please don't touch the animals,11,t,0.714285714,1
S23,5.405479452,0,A,pet,p,1,She wants to get a pet,12,p,0.714285714,1
S23,5.405479452,1,A,teach,t,2,She loves to teach her students,1,ta,0.714285714,1
S23,5.405479452,1,A,deeper,d,2,Can you make the hole deeper?,2,de,0.714285714,1
S23,5.405479452,1,A,bean,b,2,Jack bought a magic bean,3,b,0.714285714,1
S23,5.405479452,1,A,case,k,2,She kept her jewelry in a case,4,c,0.714285714,1
S23,5.405479452,1,A,beach,b,2,I like to go to the beach,5,be,0.714285714,1
S23,5.405479452,1,A,teepee,t,2,It's fun to sleep in a teepee,6,tp,0.714285714,1
S23,5.405479452,1,A,jail,j,2,The robber went to jail,7,j,0.714285714,1
S23,5.405479452,1,A,cake,k,2,The family eats yummy cake,8,c,0.714285714,1
S23,5.405479452,1,A,bead,b,2,She found a little bead,9,b,0.714285714,1
S23,5.405479452,1,A,peach,p,2,Susan ate some peach pie for dessert,10,p,0.714285714,1
S23,5.405479452,1,A,piece,p,2,There was a missing puzzle piece,11,p,0.714285714,1
S23,5.405479452,1,A,beaver,b,2,The boy wrote a story about a beaver,12,b,0.714285714,1
S24,4.991780822,0,B,bus,b,1,We rode on a bus,1,pom,0,0
S24,4.991780822,0,B,tag,t,1,The kids played a game of tag,2,pmlyo,0,0
S24,4.991780822,0,B,pill,p,1,The doctor gave the man a pill,3,pmtmay,0,1
S24,4.991780822,0,B,bib,b,1,The baby wears a bib,4,pma,0,0
S24,4.991780822,0,B,turtle,t,1,In the book I saw a picture of a turtle,5,pma,0,0
S24,4.991780822,0,B,jam,j,1,Mom bought a jar of jam,6,pml,0,0
S24,4.991780822,0,B,picture,p,1,She smiled for the picture,7,pma,0,1
S24,4.991780822,0,B,cap,k,1,The boy wore his favorite cap,8,pmap,0,0
S24,4.991780822,0,B,battle,b,1,The soldiers fight in a battle,9,pmo,0,0
S24,4.991780822,0,B,dirt,d,1,Don't play in the dirt,10,pomt,0,0
S24,4.991780822,0,B,bat,b,1,She hit the ball with a bat,11,pmatoi,0,0
S24,4.991780822,0,B,come,k,1,Today the package will come,12,pmam,0,0
S24,4.991780822,1,B,came,k,2,"Yesterday, the big package came",1,ks,0,1
S24,4.991780822,1,B,jeep,g,2,His mom drives a black jeep,2,e,0,0
S24,4.991780822,1,B,cave,k,2,The children explored the spooky cave,3,t,0,0
S24,4.991780822,1,B,pizza,p,2,Her favorite food is pizza,4,p,0,1
S24,4.991780822,1,B,beef,b,2,Hamburgers are made of beef,5,b,0,1
S24,4.991780822,1,B,beet,b,2,He didn't want to eat the beet,6,b,0,1
S24,4.991780822,1,B,teacher,t,2,When I grow up I want to be a teacher,7,p,0,0
S24,4.991780822,1,B,team,t,2,The girl cheered for her favorite team,8,t,0,1
S24,4.991780822,1,B,deal,d,2,Let's make a deal,9,b,0,0
S24,4.991780822,1,B,peel,p,2,The clown slipped on a banana peel,10,p,0,1
S24,4.991780822,1,B,beep,b,2,"The shiny robot says ""beep""",11,mo,0,0
S24,4.991780822,1,B,beetle,b,2,The ladybug talks to the beetle,12,,0,0
S25,4.073972603,1,A,teepee,t,1,It's fun to sleep in a teepee,1,a,0.285714286,0
S25,4.073972603,1,A,peach,p,1,Susan ate some peach pie for dessert,2,,0.285714286,0
S25,4.073972603,1,A,case,k,1,She kept her jewelry in a case,3,f,0.285714286,0
S25,4.073972603,1,A,beaver,b,1,The boy wrote a story about a beaver,4,s,0.285714286,0
S25,4.073972603,1,A,cake,k,1,The family eats yummy cake,5,hs,0.285714286,0
S25,4.073972603,1,A,jail,j,1,The robber went to jail,6,sohf,0.285714286,0
S25,4.073972603,1,A,piece,p,1,There was a missing puzzle piece,7,ohphis,0.285714286,0
S25,4.073972603,1,A,bead,b,1,She found a little bead,8,sphhp,0.285714286,0
S25,4.073972603,1,A,beach,b,1,I like to go to the beach,9,opphshpohoph,0.285714286,0
S25,4.073972603,1,A,deeper,d,1,Can you make the hole deeper?,10,oohpo,0.285714286,0
S25,4.073972603,1,A,bean,b,1,Jack bought a magic bean,11,opohohpoohhpo,0.285714286,0
S25,4.073972603,1,A,teach,t,1,She loves to teach her students,12,lopiphicyoohb,0.285714286,0
S25,4.073972603,0,A,bed,b,2,He slept in a bed,1,lopi,0.285714286,0
S25,4.073972603,0,A,patch,p,2,Mom sewed a patch on his jeans,2,diip,0.285714286,0
S25,4.073972603,0,A,touch,t,2,Please don't touch the animals,3,piiaip,0.285714286,0
S25,4.073972603,0,A,tower,t,2,The children wanted to climb the tower,4,b,0.285714286,0
S25,4.073972603,0,A,cook,k,2,Grandpa is a good cook,5,ba,0.285714286,0
S25,4.073972603,0,A,dollar,d,2,Can you give me a dollar?,6,pd,0.285714286,0
S25,4.073972603,0,A,bird,b,2,My friend saw a cute little bird,7,patety,0.285714286,0
S25,4.073972603,0,A,bun,b,2,The hotdog is on a bun,8,bii,0.285714286,1
S25,4.073972603,0,A,cup,k,2,She drank water from a blue cup,9,,0.285714286,0
S25,4.073972603,0,A,butter,b,2,The boy ate his bread with some butter,10,b,0.285714286,1
S25,4.073972603,0,A,jet,j,2,The pilot flew a jet,11,bhi,0.285714286,0
S25,4.073972603,0,A,pet,p,2,She wants to get a pet,12,p,0.285714286,1
S26,4.846575342,1,B,deal,d,1,Let's make a deal,1,d,0.571428571,1
S26,4.846575342,1,B,beetle,b,1,The ladybug talks to the beetle,2,b,0.571428571,1
S26,4.846575342,1,B,beef,b,1,Hamburgers are made of beef,3,b,0.571428571,1
S26,4.846575342,1,B,cave,k,1,The children explored the spooky cave,4,k,0.571428571,1
S26,4.846575342,1,B,pizza,p,1,Her favorite food is pizza,5,p,0.571428571,1
S26,4.846575342,1,B,team,t,1,The girl cheered for her favorite team,6,t,0.571428571,1
S26,4.846575342,1,B,came,k,1,"Yesterday, the big package came",7,k,0.571428571,1
S26,4.846575342,1,B,beep,b,1,"The shiny robot says ""beep""",8,b,0.571428571,1
S26,4.846575342,1,B,jeep,g,1,His mom drives a black jeep,9,j,0.571428571,1
S26,4.846575342,1,B,teacher,t,1,When I grow up I want to be a teacher,10,t,0.571428571,1
S26,4.846575342,1,B,beet,b,1,He didn't want to eat the beet,11,b,0.571428571,1
S26,4.846575342,1,B,peel,p,1,The clown slipped on a banana peel,12,p,0.571428571,1
S26,4.846575342,0,B,turtle,t,2,In the book I saw a picture of a turtle,1,t,0.571428571,1
S26,4.846575342,0,B,picture,p,2,She smiled for the picture,2,p,0.571428571,1
S26,4.846575342,0,B,bat,b,2,She hit the ball with a bat,3,b,0.571428571,1
S26,4.846575342,0,B,come,k,2,Today the package will come,4,c,0.571428571,1
S26,4.846575342,0,B,battle,b,2,The soldiers fight in a battle,5,b,0.571428571,1
S26,4.846575342,0,B,bib,b,2,The baby wears a bib,6,b,0.571428571,1
S26,4.846575342,0,B,jam,j,2,Mom bought a jar of jam,7,g,0.571428571,1
S26,4.846575342,0,B,pill,p,2,The doctor gave the man a pill,8,p,0.571428571,1
S26,4.846575342,0,B,tag,t,2,The kids played a game of tag,9,t,0.571428571,1
S26,4.846575342,0,B,bus,b,2,We rode on a bus,10,b,0.571428571,1
S26,4.846575342,0,B,dirt,d,2,Don't play in the dirt,11,d,0.571428571,1
S26,4.846575342,0,B,cap,k,2,The boy wore his favorite cap,12,,0.571428571,0
S27,4.706849315,0,A,butter,b,1,The boy ate his bread with some butter,1,ami,0,0
S27,4.706849315,0,A,jet,j,1,The pilot flew a jet,2,w,0,0
S27,4.706849315,0,A,dollar,d,1,Can you give me a dollar?,3,wom,0,0
S27,4.706849315,0,A,bed,b,1,He slept in a bed,4,ee,0,0
S27,4.706849315,0,A,cook,k,1,Grandpa is a good cook,5,aa,0,0
S27,4.706849315,0,A,patch,p,1,Mom sewed a patch on his jeans,6,,0,0
S27,4.706849315,0,A,bird,b,1,My friend saw a cute little bird,7,ee,0,0
S27,4.706849315,0,A,pet,p,1,She wants to get a pet,8,aa,0,0
S27,4.706849315,0,A,cup,k,1,She drank water from a blue cup,9,,0,0
S27,4.706849315,0,A,touch,t,1,Please don't touch the animals,10,a,0,0
S27,4.706849315,0,A,tower,t,1,The children wanted to climb the tower,11,,0,0
S27,4.706849315,0,A,bun,b,1,The hotdog is on a bun,12,ad,0,0
S27,4.706849315,1,A,piece,p,2,There was a missing puzzle piece,1,bct,0,0
S27,4.706849315,1,A,teach,t,2,She loves to teach her students,2,ttdt,0,1
S27,4.706849315,1,A,case,k,2,She kept her jewelry in a case,3,kcco,0,1
S27,4.706849315,1,A,beaver,b,2,The boy wrote a story about a beaver,4,eocot,0,0
S27,4.706849315,1,A,jail,j,2,The robber went to jail,5,coicdc,0,0
S27,4.706849315,1,A,bean,b,2,Jack bought a magic bean,6,edece,0,0
S27,4.706849315,1,A,bead,b,2,She found a little bead,7,ec,0,0
S27,4.706849315,1,A,deeper,d,2,Can you make the hole deeper?,8,ccbeqcc,0,0
S27,4.706849315,1,A,cake,k,2,The family eats yummy cake,9,a,0,0
S27,4.706849315,1,A,teepee,t,2,It's fun to sleep in a teepee,10,acaca,0,0
S27,4.706849315,1,A,peach,p,2,Susan ate some peach pie for dessert,11,ecec,0,0
S27,4.706849315,1,A,beach,b,2,I like to go to the beach,12,ecec,0,0
S28,4.936986301,0,B,bat,b,1,She hit the ball with a bat,1,b,1,1
S28,4.936986301,0,B,turtle,t,1,In the book I saw a picture of a turtle,2,t,1,1
S28,4.936986301,0,B,bus,b,1,We rode on a bus,3,b,1,1
S28,4.936986301,0,B,pill,p,1,The doctor gave the man a pill,4,p,1,1
S28,4.936986301,0,B,come,k,1,Today the package will come,5,c,1,1
S28,4.936986301,0,B,bib,b,1,The baby wears a bib,6,b,1,1
S28,4.936986301,0,B,jam,g,1,Mom bought a jar of jam,7,j,1,1
S28,4.936986301,0,B,cap,k,1,The boy wore his favorite cap,8,k,1,1
S28,4.936986301,0,B,tag,t,1,The kids played a game of tag,9,t,1,1
S28,4.936986301,0,B,picture,p,1,She smiled for the picture,10,p,1,1
S28,4.936986301,0,B,dirt,d,1,Don't play in the dirt,11,d,1,1
S28,4.936986301,0,B,battle,b,1,The soldiers fight in a battle,12,b,1,1
S28,4.936986301,1,B,came,k,2,"Yesterday, the big package came",1,kalmy,1,1
S28,4.936986301,1,B,beetle,b,2,The ladybug talks to the beetle,2,bedy,1,1
S28,4.936986301,1,B,beep,b,2,"The shiny robot says ""beep""",3,bei,1,1
S28,4.936986301,1,B,beef,b,2,Hamburgers are made of beef,4,befy,1,1
S28,4.936986301,1,B,team,t,2,The girl cheered for her favorite team,5,temy,1,1
S28,4.936986301,1,B,cave,k,2,The children explored the spooky cave,6,cavay,1,1
S28,4.936986301,1,B,beet,b,2,He didn't want to eat the beet,7,beiny,1,1
S28,4.936986301,1,B,jeep,g,2,His mom drives a black jeep,8,gefy,1,1
S28,4.936986301,1,B,pizza,p,2,Her favorite food is pizza,9,puisy,1,1
S28,4.936986301,1,B,peel,p,2,The clown slipped on a banana peel,10,peiy,1,1
S28,4.936986301,1,B,deal,d,2,Let's make a deal,11,deiy,1,1
S28,4.936986301,1,B,teacher,t,2,When I grow up I want to be a teacher,12,tjuy,1,1
S29,4.789041096,1,A,beaver,b,1,The boy wrote a story about a beaver,1,hams,0.142857143,0
S29,4.789041096,1,A,bead,b,1,She found a little bead,2,oaefsi,0.142857143,0
S29,4.789041096,1,A,cake,k,1,The family eats yummy cake,3,melsi,0.142857143,0
S29,4.789041096,1,A,teepee,t,1,It's fun to sleep in a teepee,4,hmfhasf,0.142857143,0
S29,4.789041096,1,A,beach,b,1,I like to go to the beach,5,eisaf,0.142857143,0
S29,4.789041096,1,A,bean,b,1,Jack bought a magic bean,6,efisafh,0.142857143,0
S29,4.789041096,1,A,peach,p,1,Susan ate some peach pie for dessert,7,alsmnefu,0.142857143,0
S29,4.789041096,1,A,piece,p,1,There was a missing puzzle piece,8,esaunmeu,0.142857143,0
S29,4.789041096,1,A,deeper,d,1,Can you make the hole deeper?,9,eueuhunu,0.142857143,0
S29,4.789041096,1,A,case,k,1,She kept her jewelry in a case,10,eunuenlh,0.142857143,0
S29,4.789041096,1,A,teach,t,1,She loves to teach her students,11,ufonfe,0.142857143,0
S29,4.789041096,1,A,jail,j,1,The robber went to jail,12,sfneenf,0.142857143,0
S29,4.789041096,0,A,jet,j,2,The pilot flew a jet,1,hbilflit,0.142857143,0
S29,4.789041096,0,A,bun,b,2,The hotdog is on a bun,2,heiabed,0.142857143,0
S29,4.789041096,0,A,bed,b,2,He slept in a bed,3,mnonrbpoe,0.142857143,0
S29,4.789041096,0,A,cook,k,2,Grandpa is a good cook,4,omnodyao,0.142857143,0
S29,4.789041096,0,A,dollar,d,2,Can you give me a dollar?,5,mnamedeebd,0.142857143,0
S29,4.789041096,0,A,patch,p,2,Mom sewed a patch on his jeans,6,oneidmh,0.142857143,0
S29,4.789041096,0,A,butter,b,2,The boy ate his bread with some butter,7,uymnosd,0.142857143,0
S29,4.789041096,0,A,cup,k,2,She drank water from a blue cup,8,oonosv,0.142857143,0
S29,4.789041096,0,A,bird,b,2,My friend saw a cute little bird,9,oosme,0.142857143,0
S29,4.789041096,0,A,pet,p,2,She wants to get a pet,10,oofmuuu,0.142857143,0
S29,4.789041096,0,A,tower,t,2,The children wanted to climb the tower,11,oouns,0.142857143,0
S29,4.789041096,0,A,touch,t,2,Please don't touch the animals,12,onosaan,0.142857143,0
S30,5.293150685,1,B,deal,d,1,Let's make a deal,1,del,0.857142857,1
S30,5.293150685,1,B,teacher,t,1,When I grow up I want to be a teacher,2,tihr,0.857142857,1
S30,5.293150685,1,B,pizza,p,1,Her favorite food is pizza,3,pizza,0.857142857,1
S30,5.293150685,1,B,beetle,b,1,The ladybug talks to the beetle,4,bidl,0.857142857,1
S30,5.293150685,1,B,jeep,g,1,His mom drives a black jeep,5,gip,0.857142857,1
S30,5.293150685,1,B,beet,b,1,He didn't want to eat the beet,6,bit,0.857142857,1
S30,5.293150685,1,B,beep,b,1,"The shiny robot says ""beep""",7,bip,0.857142857,1
S30,5.293150685,1,B,peel,p,1,The clown slipped on a banana peel,8,piul,0.857142857,1
S30,5.293150685,1,B,cave,k,1,The children explored the spooky cave,9,cav,0.857142857,1
S30,5.293150685,1,B,beef,b,1,Hamburgers are made of beef,10,bif,0.857142857,1
S30,5.293150685,1,B,came,k,1,"Yesterday, the big package came",11,qma,0.857142857,1
S30,5.293150685,1,B,team,t,1,The girl cheered for her favorite team,12,tim,0.857142857,1
S30,5.293150685,0,B,bat,b,2,She hit the ball with a bat,1,bt,0.857142857,1
S30,5.293150685,0,B,turtle,t,2,In the book I saw a picture of a turtle,2,std,0.857142857,0
S30,5.293150685,0,B,bib,b,2,The baby wears a bib,3,bb,0.857142857,1
S30,5.293150685,0,B,picture,p,2,She smiled for the picture,4,phr,0.857142857,1
S30,5.293150685,0,B,bus,b,2,We rode on a bus,5,bss,0.857142857,1
S30,5.293150685,0,B,jam,j,2,Mom bought a jar of jam,6,jam,0.857142857,1
S30,5.293150685,0,B,tag,t,2,The kids played a game of tag,7,tg,0.857142857,1
S30,5.293150685,0,B,cap,k,2,The boy wore his favorite cap,8,cap,0.857142857,1
S30,5.293150685,0,B,pill,p,2,The doctor gave the man a pill,9,pl,0.857142857,1
S30,5.293150685,0,B,come,k,2,Today the package will come,10,cm,0.857142857,1
S30,5.293150685,0,B,dirt,d,2,Don't play in the dirt,11,dt,0.857142857,1
S30,5.293150685,0,B,battle,b,2,The soldiers fight in a battle,12,btol,0.857142857,1
S31,4.619178082,0,A,jet,j,1,The pilot flew a jet,1,ack,0.857142857,0
S31,4.619178082,0,A,bird,b,1,My friend saw a cute little bird,2,hw,0.857142857,0
S31,4.619178082,0,A,touch,t,1,Please don't touch the animals,3,ockwan,0.857142857,0
S31,4.619178082,0,A,tower,t,1,The children wanted to climb the tower,4,athtw,0.857142857,0
S31,4.619178082,0,A,dollar,d,1,Can you give me a dollar?,5,ohtwahnh,0.857142857,0
S31,4.619178082,0,A,butter,b,1,The boy ate his bread with some butter,6,owhen,0.857142857,0
S31,4.619178082,0,A,bun,b,1,The hotdog is on a bun,7,oonhenmbwonh,0.857142857,0
S31,4.619178082,0,A,bed,b,1,He slept in a bed,8,nuwnno,0.857142857,0
S31,4.619178082,0,A,cook,k,1,Grandpa is a good cook,9,nnnna,0.857142857,0
S31,4.619178082,0,A,pet,p,1,She wants to get a pet,10,nnnnnnnn,0.857142857,0
S31,4.619178082,0,A,patch,p,1,Mom sewed a patch on his jeans,11,nnahnno,0.857142857,0
S31,4.619178082,0,A,cup,k,1,She drank water from a blue cup,12,o,0.857142857,0
S31,4.619178082,1,A,bead,b,2,She found a little bead,1,oewnht,0.857142857,0
S31,4.619178082,1,A,beach,b,2,I like to go to the beach,2,wonefhnen,0.857142857,0
S31,4.619178082,1,A,teepee,t,2,It's fun to sleep in a teepee,3,tthhnnennhhht,0.857142857,1
S31,4.619178082,1,A,peach,p,2,Susan ate some peach pie for dessert,4,tnthtn,0.857142857,0
S31,4.619178082,1,A,bean,b,2,Jack bought a magic bean,5,ttn,0.857142857,0
S31,4.619178082,1,A,deeper,d,2,Can you make the hole deeper?,6,wmtttn,0.857142857,0
S31,4.619178082,1,A,teach,t,2,She loves to teach her students,7,nnettown,0.857142857,0
S31,4.619178082,1,A,jail,j,2,The robber went to jail,8,tttttt,0.857142857,0
S31,4.619178082,1,A,cake,k,2,The family eats yummy cake,9,nnnnw,0.857142857,0
S31,4.619178082,1,A,piece,p,2,There was a missing puzzle piece,10,nnwwnn,0.857142857,0
S31,4.619178082,1,A,beaver,b,2,The boy wrote a story about a beaver,11,tn,0.857142857,0
S31,4.619178082,1,A,case,k,2,She kept her jewelry in a case,12,tnonme,0.857142857,0
S32,4.901369863,0,B,dirt,d,1,Don't play in the dirt,1,abooi,0.714285714,0
S32,4.901369863,0,B,come,k,1,Today the package will come,2,rrtir,0.714285714,0
S32,4.901369863,0,B,bus,b,1,We rode on a bus,3,iabbrii,0.714285714,0
S32,4.901369863,0,B,bat,b,1,She hit the ball with a bat,4,rqirroy,0.714285714,0
S32,4.901369863,0,B,tag,t,1,The kids played a game of tag,5,ksiir,0.714285714,0
S32,4.901369863,0,B,jam,g,1,Mom bought a jar of jam,6,rksabrrks,0.714285714,0
S32,4.901369863,0,B,cap,k,1,The boy wore his favorite cap,7,ksrbriorrksab,0.714285714,1
S32,4.901369863,0,B,bib,b,1,The baby wears a bib,8,olllry,0.714285714,0
S32,4.901369863,0,B,turtle,t,1,In the book I saw a picture of a turtle,9,brooks,0.714285714,0
S32,4.901369863,0,B,pill,p,1,The doctor gave the man a pill,10,sc2ksr,0.714285714,0
